,Unnamed: 0,Unnamed: 0.1,n_genes,percent_mito,n_counts,scale_SLC17A7,scale_MGP,scale_GAD1,scale_NOV,scale_RASGRF2,scale_RORB,scale_CUX2,scale_PLCXD2,scale_SULF2,scale_CTGF,scale_PCP4,scale_SEMA3E,scale_NPY,scale_SST,scale_PVALB,scale_VIP,scale_CALB2,scale_CCK,scale_RELN,scale_FOS,scale_EGR1,scale_PROK2,scale_EGR2,scale_BDNF,scale_GJA1,scale_CTSS,scale_MBP,scale_FLT1,leiden_pca,leiden_scvi,x,y,z
1037,1037,1061,28,0,133664,0.11159732,0.003520517,0.005503897,0.0318277,0.015376599999999999,0.016832644,0.029503652999999998,0.026838824,0.032223083,0.025034655,0.031474076000000004,0.01605088,0.022892145,0.0030864359999999997,0.018333865,0.017918404,0.010436282,0.08455005,0.005814293000000001,0.03772383,0.08298815,0.018038124,0.018293066,0.004672244,0.04721206,0.04492468,0.18977387,0.04755863,1,4,16.302,86.65799999999999,4.095
1041,1041,1065,28,0,813576,0.005610675999999999,0.0010124069999999999,0.001941209,0.015029472,0.005754382,0.01169507,0.010874991,0.005328653,0.02203467,0.015186968,0.002586381,0.017232858,0.020108658999999997,0.0017025710000000002,0.008444766,0.0029620090000000003,0.002989617,0.020785663,0.011319727,0.007205619,0.005995725,0.007005401999999999,0.009573573,0.001793264,0.022157032000000004,0.06331073,0.3638317,0.33652622,5,4,17.004,71.44800000000001,3.15
1044,1044,1068,28,0,554347,0.015659286,0.001174472,0.001206566,0.004495227,0.014395286,0.011484669,0.003782684,0.0041821820000000004,0.029885376,0.016662415,0.005755065,0.019391939,0.02693065,0.004823226,0.00927639,0.0060833530000000005,0.004714185,0.026134664,0.008257404,0.008297738,0.010393165,0.008825045,0.013029286999999999,0.002188299,0.043262046,0.0632044,0.40186350000000004,0.2346415,5,4,17.784000000000002,64.428,1.89
1046,1046,1070,28,0,205612,0.101091444,0.003037162,0.0025839770000000003,0.004577478,0.021168502000000002,0.010274074000000001,0.0032625740000000003,0.0070405680000000005,0.033965316,0.02859152,0.04408335,0.01114926,0.026687032000000003,0.007048721,0.017694933,0.004278079000000001,0.008303626,0.051612396,0.0034410070000000003,0.022503426,0.056266844,0.015658816000000002,0.01497878,0.0033624059999999996,0.050261945,0.052347727000000004,0.30743843,0.08729065,1,4,18.33,103.506,3.15
1047,1047,1071,28,0,280837,0.09049763,0.007319819,0.07470082,0.010327688,0.013876835,0.010760279,0.010312269,0.012405194,0.026073521000000002,0.01907881,0.035687715,0.014490442,0.030455087999999998,0.08665622,0.066617705,0.014200313,0.008907539,0.07415627,0.006636584,0.025359025,0.051516097000000004,0.018533126,0.012876138,0.003444495,0.034219142,0.045007865999999994,0.16892479999999999,0.02695859,7,11,18.408,92.586,3.78
1050,1050,1074,28,0,476048,0.011063868000000001,0.001453739,0.003772588,0.0034781609999999996,0.007125519,0.007454248,0.0034754259999999998,0.003581678,0.025924211000000003,0.014074266,0.00481231,0.022747809,0.024109166,0.013484538999999999,0.011092979,0.005830521,0.004046872,0.019712123999999998,0.001527586,0.009778688,0.008044088000000001,0.009043324,0.010586116000000001,0.002665278,0.033675107999999995,0.060087495,0.42151707,0.25583524,5,4,19.812,67.704,1.89
1051,1051,1075,28,0,313436,0.00857737,0.001893942,0.006600266,0.021810105,0.006465027,0.010543803999999999,0.008212053,0.0034633790000000004,0.02443794,0.013671158000000001,0.0030140590000000004,0.027718779,0.027235547000000002,0.08341388,0.009269238,0.008683305,0.003857466,0.02246709,0.0040771,0.005087673,0.0056515919999999996,0.011875837,0.007220216,0.0015704579999999998,0.03040218,0.058545667999999995,0.34627217,0.23796268,5,4,19.89,53.196000000000005,4.41
1052,1052,1076,28,0,376218,0.008334265,0.0018512720000000002,0.010580798,0.02049622,0.005772208000000001,0.009300230999999999,0.0040001609999999995,0.002959256,0.022507481,0.011812143999999998,0.002692663,0.015755173,0.020315014,0.024017262999999997,0.018217979,0.005776496,0.00332357,0.025801927000000002,0.009942109000000001,0.006898929,0.005447291999999999,0.009774971,0.011514725,0.001975087,0.027241677000000002,0.061938256,0.38561887,0.26613396,5,4,20.124000000000002,56.082,3.465
1055,1055,1079,28,0,417936,0.009221515999999999,0.00174047,0.007998565,0.021897432999999997,0.00612643,0.008283150999999999,0.002645607,0.002581983,0.0227015,0.013751186,0.003080851,0.020493772,0.019443428000000002,0.014832867,0.013514793,0.003000032,0.003389659,0.024711471000000002,0.005922156,0.005807078,0.005708094,0.009311994,0.009515757,0.001698678,0.036563046,0.06345622,0.41856772,0.2440346,5,4,21.605999999999998,65.208,4.095
1057,1057,1081,28,0,149081,0.028913732999999997,0.0026985909999999998,0.016186316,0.01683363,0.010943446,0.016421894,0.014008613999999999,0.010836193000000001,0.031079764,0.05419413,0.009154895,0.030253526,0.028030853999999997,0.028746928999999997,0.026309803,0.010133725,0.005587335,0.04662272,0.004961812,0.035445212999999996,0.02326054,0.017636146000000002,0.01981917,0.008417298,0.0836341,0.051238917,0.22184499,0.14678575,8,4,22.23,96.096,3.78
1058,1058,1082,28,0,253351,0.03703917,0.003459517,0.007990154000000001,0.00550974,0.01599979,0.016090771,0.02021042,0.009803458000000001,0.0334094,0.048079147999999995,0.010777469,0.053969104000000004,0.035883278,0.12146326,0.013831465,0.011947012,0.007978296,0.03830336,0.021704266,0.012973812,0.02621604,0.01965427,0.013300697,0.003222901,0.14230874,0.053569532999999996,0.16922332,0.04608161,10,11,22.308000000000003,117.936,3.465
1060,1060,1084,28,0,554304,0.012797776,0.0016230139999999999,0.006386706999999999,0.018745635,0.006869114,0.009312744,0.011387203,0.006373785999999999,0.025627563,0.017316729,0.005496447,0.026590847999999997,0.023293108,0.0026920670000000002,0.011543123,0.0100185,0.004208246,0.023017818,0.001517929,0.008716086999999999,0.008360932,0.008093332,0.008336936,0.002091771,0.02588641,0.058758896,0.38000209999999995,0.27493520000000005,5,4,22.541999999999998,51.402,4.095
1077,1077,1101,28,0,184407,0.045724675,0.004337193,0.033754572000000004,0.010147065,0.009834236,0.011152701000000001,0.021280802999999997,0.012734816000000001,0.022561623,0.012529954,0.009436977,0.006282294,0.022090747999999997,0.16316523,0.028693557,0.014563359,0.005992946999999999,0.045594922999999996,0.012199167,0.0388865,0.03781012,0.018590989,0.016839027,0.006409125,0.025131356,0.036206506,0.20056152,0.12748809,10,11,29.406,115.36200000000001,3.78
